"","GeneID","logFC","AveExpr","t","P.Value","adj.P.Val","B","modlogFC"
"ILMN_1662524","CXCR1",1.07337028700137,4.77634411764706,3.50768886532669,0.00114881833651517,0.999946195569227,-0.869498248774201,1.07337028700137
"ILMN_1703708","KRTAP5-10",1.05183876405355,4.66846176470588,3.49982950873694,0.00117487307000327,0.999946195569227,-0.888631299931953,1.05183876405355
"ILMN_1660446","BTNL3",0.953300905206076,4.59918529411765,-3.49787599728818,0.00118143661865698,0.999946195569227,-0.89338384571894,0.953300905206076
"ILMN_3235825","UBE2Q2P2",0.946165384398184,4.68952352941176,-3.49071211900709,0.00120580857961133,0.999946195569227,-0.910801546863512,0.946165384398184
"ILMN_1742444","UGT2B10",1.05330262683572,4.57542058823529,3.47970268470281,0.00124420542113387,0.999946195569227,-0.937535993081906,1.05330262683572
"ILMN_2296284","MRI1",1.05345647925319,4.61045882352941,3.46381309592618,0.00130169477500612,0.999946195569227,-0.976049914500492,1.05345647925319
"ILMN_1729842","C11orf42",1.05783475860573,4.6404,3.43559980126517,0.00141009756214107,0.999946195569227,-1.04422513373697,1.05783475860573
"ILMN_1766859","MSL2",0.897879391321622,4.92745588235294,-3.43029326988582,0.00143142976216281,0.999946195569227,-1.05701769109388,0.897879391321622
"ILMN_1766499","HSPA2",0.938434434549336,4.76163235294118,-3.42318375707741,0.00146049436371919,0.999946195569227,-1.07414158401294,0.938434434549336
"ILMN_2078226","MAGEH1",1.06937182508627,4.82919117647059,3.4216914394612,0.00146666643367063,0.999946195569227,-1.07773375443168,1.06937182508627
"ILMN_1729487","GMPR",1.1794471010862,5.37522941176471,3.41565061152751,0.00149190653005823,0.999946195569227,-1.09226682734386,1.1794471010862
"ILMN_3244588","KIR2DL2",1.0656034912769,4.71958823529412,3.40741793247243,0.00152697433244698,0.999946195569227,-1.11205272189565,1.0656034912769
"ILMN_2074671","KRT26",0.955551618553476,4.60387941176471,-3.38364452270744,0.00163271732302735,0.999946195569227,-1.16905538494205,0.955551618553476
"ILMN_2278539","CFAP52",0.944229384609203,4.66458529411765,-3.36758946613401,0.00170804872551305,0.999946195569227,-1.20743862988356,0.944229384609203
"ILMN_1659688","LGALS3BP",1.50393939227928,5.5276,3.40559223784789,0.00174029775121895,0.999946195569227,-1.20352979826069,1.50393939227928
"ILMN_1764266","CKMT2",0.948528857685334,4.66627647058823,-3.35958082691277,0.00174685530230426,0.999946195569227,-1.22655077814826,0.948528857685334
"ILMN_2413236","MAGEB1",0.950132090021303,4.70403823529412,-3.33838821793498,0.00185364683968658,0.999946195569227,-1.27701448038346,0.950132090021303
"ILMN_1663580","DPP6",0.93027047417384,4.69895294117647,-3.3380044176912,0.00185563709085281,0.999946195569227,-1.2779268858133,0.93027047417384
